station_no,name_tw,parking_spaces,available_spaces,empty_spaces,forbidden_spaces,status,type,updated_at,time
508101056,臺大農化新館西側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 20:31:03
508101057,臺大五號館西側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 21:05:03
508101058,臺大舊體育館西側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 20:41:03
508101059,臺大共同教室北側,20,0,20,0,1,2,2020-03-11 22:09:21,2020-03-11 13:51:03
508101060,臺大共同教室東南側,12,0,12,0,1,2,2020-03-11 22:09:21,2020-03-10 18:15:03
508101061,臺大鹿鳴堂東側,27,0,27,0,1,2,2020-03-11 22:09:21,2020-03-11 15:43:03
508101062,臺大公館停車場西北側,12,3,9,0,1,2,2020-03-11 22:09:21,2020-03-11 19:11:03
508101063,臺大第二行政大樓南側,10,2,8,0,1,2,2020-03-11 22:09:21,2020-03-11 15:09:03
508101064,臺大明達館機車停車場,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 17:53:03
508101065,臺大二號館,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 06:23:03
508101066,臺大凝態館南側,20,0,20,0,1,2,2020-03-11 22:09:21,2020-03-11 14:21:03
508101067,臺大社科院西側,26,0,26,0,1,2,2020-03-11 22:09:21,2020-03-11 20:23:03
508101068,臺大社會系館南側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 14:37:03
508101069,臺大思亮館東南側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 16:21:03
508101070,臺大椰林小舖,25,8,17,0,1,2,2020-03-11 22:09:21,2020-03-11 21:41:03
508101071,臺大計資中心南側,19,0,19,0,1,2,2020-03-11 22:09:21,2020-03-11 13:21:03
508101072,臺大原分所北側,12,0,12,0,1,2,2020-03-11 22:09:21,2020-03-11 17:31:03
508101073,臺大校史館南側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-09 08:03:03
508101074,臺大生命科學館西北側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-10 14:11:03
508101075,臺大第一活動中心西南側,40,0,40,0,1,2,2020-03-11 22:09:21,2020-03-11 20:09:03
508101076,臺大博理館西側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 14:15:03
508101077,臺大博雅館西側,56,0,56,0,1,2,2020-03-11 22:09:21,2020-03-11 18:27:03
508101078,臺大森林館北側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 11:27:03
508101079,臺大一號館,19,1,18,0,1,2,2020-03-11 22:09:21,2020-03-11 20:11:03
508101081,臺大教研館北側,11,0,11,0,1,2,2020-03-11 22:09:21,2020-03-11 12:57:03
508101082,臺大四號館東北側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 11:51:03
508101083,臺大新生教室南側,18,0,18,0,1,2,2020-03-11 22:09:21,2020-03-11 20:29:03
508101084,臺大鄭江樓北側,10,0,10,0,1,2,2020-03-11 22:09:21,2020-03-11 17:01:03
508101085,臺大電機二館東南側,14,1,13,0,1,2,2020-03-11 22:09:21,2020-03-11 19:13:03
508101086,臺大圖資系館北側,10,0,10,0,1,2,2020-03-11 22:09:22,2020-03-11 15:13:03
508101087,臺大總圖書館西南側,30,0,30,0,1,2,2020-03-11 22:09:22,2020-03-11 21:13:03
508101088,臺大黑森林西側,20,0,20,0,1,2,2020-03-11 22:09:22,2020-03-11 15:55:03
508101089,臺大獸醫館南側,10,0,10,0,1,2,2020-03-11 22:09:22,2020-03-11 10:21:03
508101090,臺大新體育館東南側,20,0,20,0,1,2,2020-03-11 22:09:22,2020-03-11 20:01:03
508101080,臺大小小福西南側,10,0,10,0,1,2,2020-03-11 22:09:22,2020-03-09 20:35:03
500101022,捷運公館站(2號出口),61,30,17,0,1,2,2020-03-11 22:09:22,2020-03-11 22:03:03
